term,genes
Cebpd,Mtch1;Gt(rosa)26sor;Hjurp;Fam107a;Sat1;Txndc16;Ifit3;Mylk;Chchd3;Ccnd2;Lgals1;Fnta;Fth1;Enpp2;Tnr;Qk;Tgm2;Wls;Mbnl2;Neat1;Mia2;S100a6;Fkbp5;Adcyap1r1;Insig1;Zfp503;Pla2g7;Fbln5;Socs3;Emg1;Btbd3;Abl1;Slc14a2;Gadd45b;Iqsec1;Fus;Zbtb16;Cp;Mfhas1;Cops6;Cxcl12;Reep3;Dlg5;Echdc3;Gnb5;Rgl1;Sfxn5;Fgfr1;Cuedc2;Tnfaip6;Arpc1b;Apip;Vldlr;Atp5g1;Ggta1;Cyr61;Triobp;Trim8;Sgce;Ctsl;Adamts1;Timp3;Scd1;Cd34;Dusp4;Brd2;Tpi1;Gfra1;Rhof;Ampd3;Osmr;Fam126a;Slc25a5;Gas5;Ank;Ergic1;Vgll3;Hdac2;Hlf;Slc43a3;Zfp703;Atl2;Ptn;Tns2;Mat2a;Atoh8;Spp1;Lrig1;Cdc37l1;Gbp2;Usp24;Spen;Ifi204;Tmem176b;Stat3;Sgpp1;Marcks;Dhrs7;Znfx1;Zyx;Spry2;Vim;Eif3f;Cdo1;Atp6v1a;Kank1;Negr1;Arl6ip1;Sdc2;Rfx3;Lamc1;Arhgap21;Akap13;Tmem135;Gap43;Etl4;Bcl2l1;Txndc5
Chd1,Ifitm3;Ywhae;Rnf10;Steap3;Midn;Ccnh;Hspb1;Lamc1;Fnbp1l;Cyr61;Txndc16;Ppp1r9b;Ifit2;Trim8;Fyco1;Fads2;Laptm4a;Dbp;Mprip;Capn5;Capn2;Tmed2;Anxa7;Phgdh;Pamr1;Slc39a1;Kpna3;Wls;Tle1;Tpi1;Metrn;Prkcd;Col23a1;Slc39a10;Slc30a1;Rpsa;Asrgl1;Rab33b;Rnf126;Tmx2;Adam15;Stim1;Kctd10;Ctdsp2;Vamp1;Atf4;Fkbp5;Cdc42se1;Lrrc59;Naxd;Pdxdc1;Ahnak;Lrp1;Luzp2;Sdc2;Tshz1;Cstf2t;Tns2;Tspan33;Fbln5;Arhgap21;Emg1;Ldha;Mat2a;Rdh12;Tmem205;Myo6;Lrig1;Them4;Camta1;Vhl;Tspan3;Ndufv2;S100a11;Mcl1;Usp24;Gadd45b;Mtx1;Nap1l1;Gng12;Sgpp1;Mlh3;Stxbp5l;Tmem59;P4ha1;Reep3;Dlg5;Chpt1;Mafk;Vim;Calm1;Ramp1;Sfxn5;Ypel3;Bcl2l1;Bmpr1a;Rpl4;Atp6v1a;Mtmr3;Slc44a1;Etfb;Ece2;Agpat1;Cox5a;Atp5g1;Tspan31;Sox2;Rbm3;Ctsl;Tmsb4x;Spp1;Cdc37l1;Smyd1;Fmc1;D3ertd751e;Mbnl2;Stat1;Coq7;Eif1;Tmem135;G6pc3;Gsta4;Tmem33;Anapc4;Nupr1;Nf2;Hap1
Ciita,Spen;Ywhae;Lrrc59;Brd2;Insig1;Cstf2t;Fuz;Txndc15;Fbxo31;Asxl1;Eef1a1;Emg1;Map1lc3b;Pick1;Calm1;Mark3;Ttll9;Snx5;Marco;Mat2a;Fos;Mylk
Cjun,Pygb;Steap3;Synm;Midn;Col16a1;Dbi;Plod2;Lamc1;Fnbp1l;Cyr61;Amot;Ifit2;Lgals3;Map1lc3b;Gja1;Laptm4a;Capn2;Me1;Brd2;Tnfrsf12a;Pllp;Entpd6;Slc39a10;Tmc7;Neat1;Ptgr2;Eef1a1;Ptp4a2;Crispld2;Map7d1;Cd109;Erp29;Erf;Padi2;Sqstm1;Ergic1;Vgll3;Agpat5;Ddc;Mtmr3;Hlf;Cebpd;Ntm;Sdc2;Akap2;Fbln5;Fam129b;Cnn3;Coro1c;Socs3;Nln;Clec3b;Mat2a;Rras;Tmem205;Atoh8;Abl1;Mbp;Ralgds;S100a11;Mcl1;Cadm3;Slc14a2;Iqsec2;Smox;Vta1;Msn;Gng12;Cp;Stxbp5l;Reep5;Rcan2;Clcf1;Bcl3;Zyx;Plekhm2;Amotl2;Vim;Sfxn5
Clock,Cdkn1a;Midn;Hlf;Ndufb10;Sdc2;Aqp4;Tns2;Pla2g7;Sult1a1;Rbm3;Prdx2;Dbp;Tspan6;Efhd1;Timp3;Map3k6;Mark3;Snx5;Tgm2;Mcl1;Tmem86a;Gadd45b;Rsad2;Igfbp4;Fus;Stat3;Nap1l1;Fos;Eif1;Snrk;Marcks;Carhsp1;Cxcl12;Col4a2;Tmem33;Col5a3;Fabp7;Calr;Angptl4;Slc25a5;Ypel3;Atf4;Fkbp5
Cmyc,Pygb;Steap3;Ptprn;Hjurp;Apip;2900097c17rik;Dbi;Lamc1;Fnbp1l;Ggta1;Sox2;1700025g04rik;Retreg2;Kif5c;Mpz;Dner;Capn2;Adora1;Tnr;Efhd1;Sirpa;Hadh;Cd34;Pamr1;Tgm2;Wls;Paqr8;Gbp5;Myoc;Stard7;Arid5a;Slc39a10;Sdhc;Slc30a1;Olfm1;4930402h24rik;Ppa2;Aplnr;Arhgef4;Pmp2;Tmem9;Cd302;Gas5;Fjx1;Astn1;Itih5;Lman2l;Lpar1;Arhgap21;Lao1;Btbd3;Susd4;Abl1;S1pr1;Fam241a;Usp24;Cadm3;Ifi204;Negr1;Stat1;Pcp4l1;Smox;Ccdc190;Tmco1;Asxl1;Ptprd;Marco;Nfasc;Sccpdh;Stk25;Etl4;Echdc3;Vim;Rgl1;Fcgr2b;Bcl2l1;Itm2c
Cnot3,Ndufa13;Col16a1;Kcnc3;Vldlr;Ifit2;Map1lc3b;Senp8;Dner;Map3k6;Hmgn1;D8ertd738e;Ifrd1;Cacna2d3;Irak3;Ampd3;Rab33b;C1ql1;Dctd;Rcn2;Smo;Col4a2;Vdac2;Fkbp3;Chst2;Fkbp5;Adcy2;Cox5a;Akap2;Cnn3;Socs3;Ablim2;Mat2a;Galr3;Mgat3;Tspan4;Gse1;Mbp;E2f5;Snx5;Stat1;Stat3;Idh2;Msn;Nipsnap2;Cherp;Apln;Nfasc;Dbndd2;Sccpdh;Stk25;Psat1;Calm3;Calm1
Creb1,Midn;Ahcyl1;Col16a1;Ccnh;H2-k1;Txndc16;Fads2;Samd14;Laptm4a;Chchd3;Tmem147;Kif5c;Fth1;Tom1;Junb;Kpna3;Chid1;Tspyl2;Tle1;Mbnl2;Tpm3;Mamstr;Entpd6;Ifrd1;Rfx3;Tuba4a;Eef1a1;Rnf126;Tmx2;Erf;Ezr;H2-d1;Atf4;Atp6v1a;Lrrc59;Exd2;Lman2l;Zfp869;Insig1;Zfp503;Socs3;Emg1;Ldha;Btbd3;Pnpo;Camta1;Gse1;Ip6k1;Mark3;Tmem86a;Rpl41;Tnk2;Coq7;Cyp51;Cherp;Eif1;Col1a1;Bc005537;Stk25;Maff;Mafk;Calm3;Rnps1;Calr;Nf2;Nit1;Calm1;Tmem9b;Bcl2l1;Cdkn1a;Hip1;Ptprn;Kcnc3;Cltb;Prkag1;Atp5g1;Mrpl41;Rbm3;Dbp;Psd2;Slc22a17;Adamts1;Cic;D3ertd751e;Brd2;Kremen1;Rhof;Fos;Rab33b;Ndufs7;Tmem33;Vamp1;Pick1;Slc25a5;Ppp1r15a;Ddc;Hlf;Atl2;Cstf2t;Capg;Rnf7;Cox5a;Psmb10;Gnai2;Tspan31;Sertad3;Ablim2;Cdc37l1;Lrrc8a;Eps15;Mog;Nr1h2;Stat3;Dhrs1;Def8;Hinfp;Asxl1;Tmem59;Spcs2;Znfx1;Psat1;9530068e07rik;Vim;Tpt1;Hjurp;Lgals1;Lgals9;Pamr1;Gpr179;Hmgn1;Unc13a;Tspyl1;Arid5a;Omg;Sdhc;Bcs1l;Neat1;Cyp2d22;Smo;Eef1a2;Igtp;Anapc4;Tbc1d9b;Ntm;Slc1a4;Agap3;Coro1c;Arhgap21;Galr3;Dhrs7b;Txndc5;Cadm3;Iqsec1;Ifi47;Qdpr;Amotl2;Itm2c;Ywhae;Rnf10;H2-t23;Cuedc2;Rasgrf2;Prkag2;Cyr61;Triobp;Ppp1r9b;Fyco1;Map1lc3b;Ctsl;Nfkbiz;Myo18a;Tmed2;Timp3;Tead3;Dusp4;Tnfrsf12a;Gfra1;Slc39a14;Ctdsp2;Irf1;Cdc42ep1;Tmem9;Ergic1;Ppard;Kank1;Ahnak;Lrtm2;Tns2;Hdac7;Rida;Lmf1;Tm9sf3;Mat2a;Smox;Psmb8;Nfasc;Myo1c;Clcf1;Zyx;Ttll9;Aqp4;Fnbp1l;Ccnd2;Capn2;Map3k6;Slc39a1;Fbxo2;Prkcd;Col23a1;Kctd1;Slc30a1;Rpsa;Erp29;Sbds;Vdac2;Nupr1;Ctxn1;Sqstm1;Fkbp5;Usp54;Cnn3;Man2a2;Myo6;Abl1;Mbp;S100a11;Smad1;Wfs1;Zbtb16;Fuz;Gng12;Bcl3;Alpl;Sfxn5;Pigs;Lgals3bp;Lamc1;Ggta1;Trim8;Trim9;Snapc2;Dner;Ddost;Tnfrsf1a;Ptp4a2;Irf7;Angptl4;Naxd;Agpat1;Fam129b;Camk2n1;4-sep;Lrig1;Spen;Cmtm5;Haghl;Mboat2;Tmco1;Spry2;Thrsp;Ramp1;Mtch1;8-mar;Icam1;Mprip;Arl6ip4;Stard7;Tmem135;Ifi27;Map7d1;Padi2;Cmpk2;Ndufv2;Mcl1;Gadd45b;Slc6a8;Wnk2;Synm;Arpc1b;Smg5;Bcl7a;Phgdh;Gpx3;Ndufc2;Gprc5b;Hap1;Lrp1;Tmem205;Negr1;Mtx1;Dbndd2;Marcks;Pnpla2
Crem,Ahcyl1;Ccnh;Gt(rosa)26sor;Fnbp1l;Txndc16;Nudt4;Sox2;Retreg2;Golga4;Peg13;Mprip;Fth1;Qk;Junb;1700086o06rik;Chid1;Gabarapl1;1110008p14rik;Unc13a;Tspyl1;Stard7;Entpd5;Entpd6;Ifrd1;Rfx3;Bcs1l;Asrgl1;Rnf126;4930402h24rik;Ppa2;Mia2;Kctd10;Ezr;H2-d1;Atf4;Macf1;Mtmr3;Tbc1d9b;Pdxdc1;Lman2l;Zfp869;Agap3;Zc3hav1;Slc5a3;Osgep;Prdx2;Nln;Ldha;Myo6;Pnpo;Gse1;Tspan3;Zrsr1;Tmem86a;Rpl41;Pmm1;Iqsec1;Nipsnap2;Gng12;Eif1;Bc005537;Sqle;Calm3;Rnps1;Calr;Calm1;Tmem9b;Pigs;Cdkn1a;Hip1;Slc44a1;Arpc1b;Kcnc3;Ncan;Tecr;Cltb;Prkag1;Prkag2;Ggta1;Mrpl41;Akap13;Map1lc3b;Ctsl;Hey2;Tmed2;Cic;Dusp4;Brd2;Kremen1;Slc39a10;Tmc7;Rhof;Gab2;Fos;2210016f16rik;Fam126a;Slc39a14;Rab33b;Gprc5b;Tmem33;Pick1;Hacd3;Gas5;Mgll;Ppard;Kank1;Atl2;Adcy2;Cox5a;Gnai2;Tm9sf3;Sertad3;Sc5d;Eps15;Egln2;Mtx1;Nr1h2;Stat3;Tmco1;Hinfp;Spcs2;Znfx1;9530068e07rik;Ttll9;Ypel3;Pnpla2;Midn;Plxnd1;H2-k1;Fads2;Laptm4a;Tmem147;Kif5c;Tom1;Hadh;Map3k6;Slc39a1;Kpna3;Hmgn1;Tle1;Tpm3;Sdhc;Slc30a1;Rpsa;Neat1;Tuba4a;Eef1a1;Smo;Adam15;Stim1;Erf;Anapc4;Sqstm1;Fkbp3;Fkbp5;Atp6v1a;Lrrc59;Ndufb10;Insig1;Rhobtb3;Coro1c;Socs3;Arhgap21;Emg1;Klc3;Btbd1;Bag1;Abl1;Fam241a;Camta1;Ip6k1;Ndufv2;Mark3;Txndc5;Mcl1;Smad1;Fus;Coq7;Cyp51;Cherp;Fbxo31;Sccpdh;G6pc3;P4ha1;Reep5;Stk25;Bcl3;Maff;Plekhm2;Mafk;Gnb5;Nf2;Eif4g3;Bcl2l1;Fgfr1;Bmpr1a;Eif4g1;Ywhae;Rnf10;Lamc1;Atp5g1;Cyr61;Ppp1r9b;Rbm3;Fyco1;Bcl7a;Psd2;Snapc2;Senp8;Me1;D8ertd738e;Irak3;Dnm1;Ddost;Erbin;Ctdsp2;Agpat5;Hdac2;Hlf;Cebpd;Cstf2t;Rnf7;Mat2a;Cnr1;Atoh8;Lrig1;Cdc37l1;Nrip3;Vhl;E2f5;Mapk3;Spen;Mboat2;Nap1l1;Asxl1;Slc4a8;Dbndd2;Marcks;Psat1;Chpt1;Polr3h;Tpt1
Crx,Ywhae;Steap3;Ptprn;Hjurp;Dbi;Lamc1;Nudt4;1700025g04rik;Retreg2;Gja1;9-sep;Mprip;Mpz;Dner;Hey2;Kif5a;Capn2;Adora1;Tnr;Efhd1;Timp3;Lgals9;Cd34;Paqr8;Tspyl1;Myoc;Col23a1;Arid5a;Kremen1;Slc39a10;Sdhc;Slc30a1;Icosl;Bcs1l;Tuba4a;Arhgef4;Tmem9;Fkbp3;Astn1;Gria1;Slc22a4;Hdac2;Ddc;Hlf;Lman2l;Lrp1;Anapc16;Slc1a4;Susd4;Zrsr1;Cadm3;Gadd45b;Ifi204;Stat1;Pcp4l1;Ccdc190;Vta1;Nap1l1;Tmco1;Marco;Nfasc;Pfkl;Marcks;Sccpdh;P4ha1;Stk25;Fabp7;Reep3;9530068e07rik;Chpt1;Sycp3;Rgl1;Fcgr2b;Nit1;Ramp1;Itm2c;Gpm6a;Adcy2;Osgep;Fyco1;Ndst1;Psd2;Ctnna1;Them4;Ip6k1;Jam2;Mcl1;Wfs1;Fbxo2;Commd10;Rnf126;Snrk;Irf1;Fat3;Nf2;Calm1;Cdo1;Ank
Csb,Tinagl1;Plxnd1;Frmpd1;Fam107a;Dbi;Plod2;Cyr61;Triobp;Ifit3;Rph3a;Fads3;Lgals3;Fads2;Mprip;Glipr2;Slc22a17;Fth1;Flot1;Enpp2;Enoph1;Cavin1;Kpna3;Tgm2;Chid1;Slc13a3;Gabarapl1;Tpi1;Unc13a;Fbxo2;Entpd6;Amt;Shisa5;Osmr;Neat1;Asrgl1;Tnfrsf1a;C1ql1;Ptp4a2;Tmx2;Stim1;Aplnr;Scg5;Vamp1;Cd302;Tagln3;Ergic3;Fjx1;Vgll3;Cdc42se1;Lman2l;Cebpd;Slc43a3;Lrtm2;Kcna1;Sdc2;Capg;Ptn;Zc3hav1;Usp18;Osgep;Hdac7;Gnai2;Clec3b;Mat2a;Camk2n1;Asna1;Bag1;Smyd1;Ip6k1;Pltp;Mcl1;Rpl41;Rasl10b;Sorbs1;Gng12;Tmco1;Eif1;Asxl1;Reep1;Mfhas1;Sqle;Snrk;Znfx1;Ppp1r1b;Sfxn5;Bcl2l1
Ctbp1,Gria1;Adcy2;Ptn;Arhgap5;Sox2;Arhgap21;Fyco1;Mprip;Btbd3;Nfkbiz;S1pr1;Camta1;Jam2;Wls;Zbtb16;Kctd1;Rfx3;Shisa9;Sgpp1;Ptprd;Tmem135;Fez1;Reep3;Fat3;Vgll3
Ctbp2,Lpar1;Prkag2;Plod2;Atp5g1;Akap2;Coro1c;Sox2;Fads2;Glipr2;Btbd3;Fth1;Susd4;Enpp2;Timp3;Mbp;Ctnna2;Txndc5;Tgm2;Tle1;Negr1;Arid5a;Shisa9;Cp;Coq7;Ptprd;Cxcl12;Smo;Ifi27;Erp29;Fat3;Gnb5;Vgll3
Ctcf,Ifitm3;Midn;8-mar;Hjurp;Icam1;Ifit2;Akr7a5;Ndst1;Retreg2;Ccnd2;Peg13;Car14;Gbp5;Tspyl1;Igfbp4;Prkcd;Arid5a;Fndc5;Olfm1;Rnf126;Carhsp1;Eef1a2;Gpd1;Fam92b;Tbc1d9b;Anapc16;Slc1a4;Fbln5;Mustn1;Gse1;S100a11;Zrsr1;Gadd45b;Pmm1;Vta1;Irgm1;Cyp51;Col1a1;Nsg2;Ppp1r1b;Calm1;Itm2c;Hip1;Arpc1b;Ncan;Tecr;Cltb;Prkag1;Map1lc3b;Arl5c;Mdk;Glipr2;Dner;Oasl1;Parp3;Slc39a10;Lsr;Icosl;Irak3;Rhof;Gab2;2210016f16rik;Fam126a;Ptgr2;Slc39a14;Rab33b;Tapbp;Gprc5b;Irf7;Plin4;Fjx1;Irf9;Ppard;Lrp1;Cebpd;Sema3g;Cox5a;Gnai2;Srr;Sertad3;Ablim2;Atoh8;4-sep;S1pr1;Gbp2;Jam2;Usp24;Cmtm5;Dhrs1;Tmco1;Marcks;Lrg1;Gsta4;Vim;Eif3f;Ramp1;Tpt1;Cdkn1a;Ahcyl1;Plxnd1;Lamc1;Ppp1r9b;Sox2;Eef2k;Snapc2;Adamtsl2;Tnr;Arl6ip4;Tmed2;Map3k6;Slc13a3;Gabarapl1;Tle1;Tpi1;Myoc;Tnfrsf12a;Tpm3;Metrn;Rpsa;Asrgl1;Clip3;Ptp4a2;Adam15;Stim1;S100a6;Vamp1;Cmpk2;Ctxn1;Frem2;Lcat;Myl12a;Hdac7;Sel1l3;Drp2;Mat2a;Man2a2;Rdh12;Olfml3;Dhrs7b;Lrig1;Camta1;Cd14;Cyc1;Mark3;Btbd17;Pcp4l1;Tnk2;Stat3;Def8;Apln;Eif1;Sqle;Nfasc;Cxcl12;Spry2;Alpl;Fat3;Nit1;Bcl2l1;Pigs;Rnf10;Col16a1;Fnbp1l;Smg5;Trim9;Lgals1;Fth1;Anxa7;A4galt;Cic;Chid1;Brd2;Paqr6;Rsad2;Ampd3;Foxp4;Neat1;Ddost;Tnfrsf1a;C1ql1;Erbin;Rdh5;Vdac2;Ppp1r15a;Cdc42se1;Slc43a3;Tshz1;Amigo2;Tns2;Arhgap21;Klc3;Ldha;Camk2n1;Ucp2;Them4;Negr1;Zbtb16;Myo1c;Clcf1;Bcl3;Plekhm2;Eif4g3;Bmpr1a;Plod2;Cyr61;Fads2;Samd14;Tmem147;Adora1;Synpo;Cavin1;Gpr179;Paqr7;Fbxo2;Taldo1;Dnm1;Map7d1;Ctdsp2;Aspg;Aplnr;Padi2;Ezr;Rtn2;Kcna1;Sbsn;Psmb10;Cnn3;Prdx2;Tspan4;Gdf10;Slc14a2;Egln2;Mog;Dbndd2;Sccpdh;P4ha1;Ppp1r1a;Gnb5;Slc25a34;Steap4;Ggta1;Trim8;Capn2;Tsc22d4;Endog;Entpd6;Slc30a1;Hacd3;Naxd;Mtmr3;Insig1;Ntm;Atl2;Zbtb42;Socs3;Mcl1;Iqsec2;Nap1l1;Pfkl;Pygb;Steap3;Ptprn;Apip;2900097c17rik;Dbi;1700025g04rik;Kif5c;Mpz;Efhd1;Sirpa;A730017l22rik;Cd34;Pamr1;Tgm2;Paqr8;Stard7;Sdhc;Scg5;Arhgef4;Tmem9;Gas5;Astn1;Itih5;Mvk;Lman2l;Fam129b;Btbd3;1110051m20rik;Susd4;Eps15;Cadm3;Ifi204;Stat1;Smox;Ccdc190;Asxl1;Marco;Stk25;Etl4;Echdc3;Rgl1;Fcgr2b;Ywhae;Synm;Arl6ip1;Hrct1;Atp5g1;Bcl7a;Slc22a17;Amt;Cacna2d3;Osmr;Cdc42ep1;Mgll;Ergic1;Ddc;Ahnak;Mvp;Lrtm2;Lpar1;Ptn;Nkain4;Sv2b;Galr3;Tmem205;Mbp;Sncb;Pltp;Snx5;Tmem86a;Iqsec1;Tmem176b;Tmem176a;Gng12;Cherp;Fbxo31;Bst2;Reep5;Ypel3;Slc35b2;Cuedc2;Slc7a10;Sat1;Amot;Sgce;D3ertd751e;Col23a1;Ppa2;Angptl4;Fkbp5;Lrrc59;Ndufb10;Coro1c;Fmc1;Ndufv2;Mapk3;Farp1;Nipsnap2;Ehd3;Slc6a8;9530068e07rik;Zyx
Ctnnb1,Macf1;Kank1;Steap3;Ndufa13;Steap4;Lrp1;Txndc16;Coro1c;Ppp1r9b;Trim8;Sbno2;Golga4;Ablim2;Atoh8;Mgat3;Flot1;Capn2;Camta1;Mbp;Eps15;Mark3;Mcl1;Spen;Mbnl2;Myoc;Btbd17;Stat3;Lsr;Sorbs1;Ptgr2;Ptp4a2;Mfhas1;Marcks;Myo1c;Tmx2;Crispld2;Fat3;Amotl2;Fkbp5;Ppard;Ifitm3;Cadm3;Rarg;Apip;Amt;Etfb;Ece2;Tmem140;Reep1;Clip3;Nfasc;Emg1;Sertad3;Dlg5;Bag1;Erp29;Myo18a;Map3k6;Cic;Fgfr1;Tmem47;Gabarapl1;Gsta4;Ifi27;Rasl10b;Lrig1;Msx1;Nudt4
Cux1,Pigs;Tnfaip6;Ccnh;Aqp4;Slc7a10;Atp5g1;Mylk;Ifit2;Rbm3;Akap13;Fads2;Laptm4a;Ednrb;Mpz;Flot1;Capn2;Timp3;Anxa7;Synpo;Junb;Slc39a1;Cavin1;Il13ra1;Hmgn1;Dusp4;Brd2;Mbnl2;Col23a1;Ifrd1;Rfx3;Sdhc;Bcs1l;Foxp4;Slc39a14;Ddost;Tapbp;Dctd;Eef1a1;Smo;S100a6;Anapc4;Vamp1;Fkbp3;Fkbp5;Slc22a4;Mvk;Mvp;Rhobtb3;Cstf2t;Fbln5;Gnai2;Arhgap21;Galr3;Cnr1;Btbd3;Asna1;Lrig1;Smyd1;Cd14;Egln2;Smox;Nap1l1;Sorbs1;Cp;Apln;Qdpr;Marcks;Ehd3;Cxcl12;Gsta4;Psat1;Fabp7;Bcl3;Ppp1r1b;Alpl;Amotl2;Fxyd6;Vim;Gnb5;Fcgr2b;Ramp1
Dach1,Mtch1;Synm;Ahcyl1;Slc44a1;Arl6ip1;Cltb;Etfb;Ece2;Ppp1r9b;Trim8;Fads2;Retreg2;Golga4;Laptm4a;Tmem147;Snapc2;Flot1;Myo18a;Junb;Tead3;Dusp4;Rhof;Rab33b;Eef1a1;Erbin;Rnf126;Adam15;Ndufs7;Kctd10;Erp29;Vdac2;Fkbp9;Sqstm1;Ppard;Slc22a4;Hdac2;Mvk;Atl2;Tns2;Coro1c;Tm9sf3;Socs3;Prdx2;Mat2a;Rras;Tspan4;Lrrc8a;Cyc1;Usp24;Gadd45b;Tnk2;Mboat2;Sgpp1;Fbxo31;Asxl1;Znfx1;Adi1;Reep3;Calm3;Tmem9b;Bcl2l1;Bmpr1a
Dcp1a,Slc22a4;Cdkn1a;Hdac2;Pdxdc1;Arl6ip1;Apip;Slc5a3;Prdx2;Ptdss1;Lgals1;Mat2a;Flot1;Junb;Sun2;Gadd45b;Pmm1;Fus;Stat3;Ndufc2;Neat1;Rab33b;Cherp;Eif1;Eef1a2;Erp29;Anapc4;Vdac2;Calm3;Rgl1;Calm1
Dmrt1,Midn;Gt(rosa)26sor;Plod2;Txndc15;Rph3a;Fads3;Golga4;Gja1;Kif5c;Sirpa;Qk;Synpo;Junb;Tgm2;Tspyl2;Tspyl1;Foxp4;Neat1;Asrgl1;Carhsp1;Smo;Erf;Mxra7;Ntm;Tshz1;Ak4;Slc5a3;Coro1c;Sel1l3;Nkain4;Emg1;Ldha;Tspan4;Camta1;Smad1;Slc14a2;Gadd45b;Btbd17;Iqsec1;Wfs1;Tnk2;Idh2;Eif1;Mfhas1;Reep5;Reep3;Dlg5;Calm3;Sfxn1;Rnps1;Dhcr7;Calm1;Eif4g3;Eif4g1;Ywhae;Cuedc2;Slc44a1;Cltb;Prkag2;2900097c17rik;Hrct1;Arhgap5;Ggta1;Trim8;Sgce;Eef2k;Bcl7a;Me1;Cic;Tead3;Dusp4;Brd2;Parp3;Slc39a10;Icosl;Irak3;Emp2;Gab2;Fam126a;Dnm1;Rab33b;Ptp4a2;Aspg;Cdc42ep1;Cd302;Ank;Itih5;Mvk;Hlf;Ahnak;Lrp1;Zfp703;Sema3g;Capg;Akap2;Psmb10;Hdac7;Gnai2;Atoh8;Mgat3;Flnc;Spen;Gdf10;Farp1;Nr1h2;Stat3;Tmco1;Tmem59;Clcf1;Tpt1;Pnpla2
Dnajc2,Rarg;Ahnak;Ncan;Prkag2;Plod2;Slc1a4;Vldlr;Ppp1r9b;Socs3;Klc3;Lgals1;Snapc2;Tspan7;Them4;Arl6ip4;Timp3;Cic;Txndc5;Tspyl2;Tle1;Paqr7;Tpi1;Negr1;Iqsec1;Stat1;Stat3;Fuz;Gfra1;Ampd3;Fos;Cherp;Fbxo31;Gap43;Znfx1;Lrg1;Smo;Adam15;Ctdsp2;Eef1a2;Ppp1r1b;Erf;Irf7;Mafk;Ramp1;Fjx1;Irf9;Pnpla2
Dpy,Ifitm3;Pigs;Cdkn1a;Ptprn;Dbi;Atp5g1;Ppp1r9b;1700025g04rik;Map1lc3b;Gja1;9-sep;Arl5c;Mprip;Psd2;Mdk;Hey2;Kif5a;Flot1;Adora1;Sirpa;Qk;Timp1;Synpo;Kpna3;Hmgn1;Tspyl2;Paqr8;Mamstr;Col23a1;Cacna2d3;Kctd1;Sdhc;Icosl;Ampd3;Slc39a14;Fndc5;Ppp1r3g;Erbin;Cyp2d22;Tst;Rhoj;Arhgef4;Serping1;Tmem9;Fkbp9;Fjx1;Ppp1r15a;Macf1;Mtmr3;Lman2l;Lrp1;Anapc16;Zfp703;Tshz1;Gstt3;Tns2;Psmb10;Clec3b;Susd4;Pnpo;Msx1;Vhl;Jam2;Mcl1;Zrsr1;Gadd45b;Negr1;Mog;Stat1;Pcp4l1;Vta1;Cmtm5;Cidea;Fuz;Ifi47;Tmco1;Hinfp;Eif1;Col1a1;Bc005537;Lrg1;Stk25;Dlg5;Ppp1r1b;Spry2;Sycp3;Itm2c
Drosha,Rpl41;Unc13a;Negr1;Col23a1;Cacna2d3;Prkag2;Sdhc;Ak4;Neat1;Psd2;Glipr2;Psat1;Eef1a2;Susd4;Myo18a;Camta1;Mbp;Fat3;Dhcr7;Mgll
E2a,Pygb;Cdkn1a;Tinagl1;Hip1;Plxnd1;Lamc1;Ifit3;Icam1;Trim8;Fyco1;Eef2k;Arl5c;Bcl7a;Adamtsl2;A4galt;Map3k6;Tspyl2;Gabarapl1;Mamstr;Prkcd;Entpd6;Col23a1;Taldo1;Lsr;Rhof;Ampd3;Fos;Fam126a;Tuba4a;Tnfrsf1a;Erbin;Rcn2;Erp29;Vdac2;Pick1;Ergic1;Ppard;Ppp1r15a;Ntm;Atl2;Myl12a;Hdac7;Sel1l3;Sult1a1;Socs3;Sertad3;Ablim2;Man2a2;Cnr1;Ucp2;Mgat3;S1pr1;Lrig1;Mbp;Cyc1;E2f5;Pltp;Mcl1;Spen;Gadd45b;Stat1;Tnk2;Fuz;Def8;Hinfp;Eif1;Bst2;Dhrs7;Ehd3;Myo1c;Bcl3;Thrsp;Gnb5;Sycp3;Calm1;Bcl2l1
